id;nome;data_nascimento;curso_id;turma_id;salario_medio;trabalha;cidade;estado;uso_alcool;fuma;uso_drogas;problemas_mentais;frequencia_percentual;media_notas;avaliacoes_realizadas
182;Alícia Rocha;1996-02-17;4;10;3835.65;0.0;Alves;PR;1.0;1.0;1.0;Iure molestiae libero adipisci consequuntur quisquam optio.;100.0;;0
183;Luara Moura;1999-08-11;6;15;1270.12;1.0;Rezende;AL;1.0;1.0;1.0;;50.0;1.27;2
184;Cauê Sales;1998-10-20;3;14;2753.82;0.0;Dias do Oeste;PA;1.0;0.0;;;66.67;5.09;3
185;Srta. Maria Eduarda Montenegro;1999-11-04;10;18;3845.49;0.0;Barros do Oeste;PI;1.0;1.0;1.0;;100.0;4.04;2
186;Mateus Costa;1997-02-09;3;20;1414.57;0.0;Vieira da Prata;CE;0.0;0.0;1.0;Voluptates hic omnis consectetur tempore commodi.;50.0;7.26;1
187;XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX;2004-09-16;8;16;4077.72;1.0;Silveira de Duarte;PB;0.0;0.0;1.0;Voluptates incidunt necessitatibus soluta.;;3.14;2
188;;1995-06-23;1;18;1920.05;0.0;Albuquerque;PB;1.0;1.0;0.0;;33.33;4.91;1
189;Maria Cecília Caldeira;2002-03-23;8;6;4002.26;0.0;XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX;PA;1.0;1.0;0.0;;0.0;;0
190;Diogo das Neves;2003-10-25;3;20;625.92;0.0;Vieira;PE;0.0;1.0;1.0;;0.0;6.98;3
191;Ana Sophia Nascimento;2000-09-17;7;20;3708.98;1.0;das Neves Paulista;DF;0.0;1.0;0.0;XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX;66.67;7.43;2
192;Léo Barros;;6;11;4653.48;1.0;Caldeira do Norte;PR;0.0;0.0;1.0;Fugiat repellat assumenda pariatur voluptatem.;0.0;;0
193;Sr. Caio Andrade;2001-11-27;6;4;1694.31;1.0;Marques;XX;0.0;0.0;1.0;;40.0;4.13;5
194;Valentina Marques;1998-10-12;3;16;1312.45;0.0;Viana;RR;1.0;1.0;0.0;;75.0;4.48;2
195;Maria Flor da Costa;2004-11-30;8;16;0.0;1.0;Duarte;AL;0.0;0.0;1.0;;33.33;;0
196;Anthony Gabriel Rios;2006-06-18;1;6;942.43;1.0;Vieira;RO;1.0;0.0;1.0;;;6.33;4
197;Nathan Cassiano;2004-07-10;6;20;1308.24;1.0;da Cruz de Rios;SP;1.0;0.0;0.0;;0.0;;0
198;Benjamim Abreu;2002-05-13;6;14;2848.31;0.0;!!!INVALID_DATA!!!;MS;0.0;1.0;1.0;Incidunt asperiores porro consequuntur ipsa explicabo.;66.67;2.35;1
199;Matheus Almeida;1995-06-26;8;2;1314.54;1.0;Vasconcelos;MG;1.0;1.0;0.0;;0.0;1.47;2
200;Gabriel Cardoso;2007-02-09;4;10;2209.87;0.0;Pinto do Sul;DF;1.0;0.0;0.0;;50.0;6.97;2
201;Rebeca Novaes;1995-07-14;7;1;969.05;0.0;Rodrigues do Amparo;RS;0.0;;0.0;;50.0;2.79;4
202;Dr. José Miguel Caldeira;2000-03-28;1;11;570.42;1.0;Marques dos Dourados;MS;0.0;0.0;1.0;;20.0;3.14;2
203;Dr. Otávio Souza;2002-09-26;2;19;1879.1;1.0;Rezende do Oeste;MS;0.0;1.0;0.0;;0.0;1.23;1
204;Levi Viana;2002-04-22;9;6;3797.76;0.0;Vasconcelos;SC;1.0;0.0;0.0;;75.0;8.45;2
205;Mariana Costa;;7;15;3504.68;0.0;Peixoto do Amparo;MT;1.0;1.0;0.0;;25.0;;0
206;Melina Lopes;1997-11-20;3;5;1719.18;1.0;;RR;1.0;0.0;0.0;;100.0;1.13;1
207;Ester Carvalho;1998-08-14;3;16;3726.57;0.0;XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX;SE;1.0;1.0;0.0;Facilis delectus minima laudantium incidunt.;50.0;2.92;2
208;Agatha Barbosa;1995-05-25;1;16;4053.87;1.0;Casa Grande;AL;0.0;1.0;1.0;;0.0;6.06;1
209;;1999-01-20;8;6;3006.08;1.0;Borges;RN;0.0;1.0;1.0;;66.67;3.03;1
210;Ana Cecília Carvalho;2000-11-24;1;7;4693.11;1.0;Silveira;BA;1.0;0.0;1.0;;37.5;8.64;2
211;Isadora Castro;;3;6;1835.68;0.0;Melo;SC;0.0;0.0;1.0;;33.33;4.7;1
212;Natália da Paz;1994-12-31;3;5;4016.15;1.0;Vasconcelos;MA;0.0;1.0;0.0;;60.0;5.66;1
213;Leandro Duarte;1996-10-29;1;17;581.01;1.0;Gonçalves Alegre;CE;;1.0;1.0;;0.0;1.07;1
214;Luiz Felipe Freitas;1996-02-03;5;1;975.71;1.0;da Paz de Lopes;SP;0.0;0.0;0.0;Ratione ex id enim molestiae ipsam.;60.0;4.81;3
215;Gael Henrique Gonçalves;2004-11-09;1;15;903.78;0.0;das Neves;SE;0.0;1.0;1.0;;100.0;;0
216;Manuela Sales;1998-03-19;5;9;4119.21;1.0;Cunha;MA;0.0;1.0;1.0;Praesentium modi ullam asperiores incidunt.;75.0;5.54;2
217;Dr. Dante Ramos;1998-10-17;6;11;4450.35;0.0;da Conceição Verde;MS;1.0;1.0;1.0;Provident assumenda voluptatibus ratione possimus molestiae pariatur.;20.0;;0
218;XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX;2003-02-02;7;14;1002.17;1.0;da Paz do Galho;MG;0.0;0.0;1.0;Nesciunt inventore illum neque tempore.;42.86;3.13;1
219;Gael Sampaio;2002-03-14;5;4;856.71;0.0;da Conceição;TO;0.0;0.0;1.0;;100.0;;0
220;Emanuella da Cruz;1998-05-28;2;10;1107.46;0.0;Novaes de Novais;CE;;0.0;0.0;;0.0;5.29;3
221;Sra. Cecilia Monteiro;2006-05-24;5;13;745.13;0.0;Teixeira Alegre;ES;1.0;0.0;1.0;Iure soluta sapiente possimus molestiae similique ea.;33.33;;0
222;Maria Júlia Garcia;2000-11-25;9;20;0.0;0.0;Ribeiro Grande;RO;1.0;0.0;1.0;;50.0;1.17;2
223;Anthony Gabriel Rocha;1997-07-23;2;20;0.0;0.0;Melo;BA;0.0;1.0;1.0;Labore ut deserunt beatae vitae.;100.0;4.92;1
224;Helena Leão;1996-07-02;4;7;3333.5;0.0;Cirino Verde;RJ;1.0;1.0;0.0;Nihil deserunt officia voluptatem maxime amet minus.;;5.24;1
225;José Miguel Leão;;10;10;1453.99;0.0;Castro do Campo;SE;0.0;0.0;1.0;;16.67;9.57;1
226;José Novais;1995-12-16;5;5;4117.79;0.0;Melo de Cunha;PE;1.0;1.0;0.0;;0.0;8.91;1
227;João Vitor da Rocha;2004-09-04;3;18;0.0;0.0;Vieira;XX;1.0;1.0;0.0;Quia sapiente corporis a quaerat cum veniam.;50.0;6.58;1
228;Davi Lucca Cassiano;2000-06-02;7;8;1371.12;0.0;Sousa Grande;PI;0.0;0.0;0.0;;;7.25;1
229;Beatriz Montenegro;1995-01-21;6;2;1591.07;1.0;Ferreira;MA;0.0;0.0;0.0;;66.67;3.72;2
230;Lunna da Rosa;2006-07-14;9;4;963.46;0.0;Andrade do Amparo;GO;0.0;1.0;0.0;;80.0;6.81;2
231;Danilo Moreira;2002-05-15;2;19;710.04;1.0;Santos;RJ;0.0;1.0;0.0;Reiciendis quibusdam hic.;100.0;;0
232;Antonella Porto;2004-06-30;7;4;3840.3;1.0;Moura Alegre;SP;1.0;0.0;1.0;;33.33;2.31;2
233;Noah Novaes;1996-05-25;4;16;1487.53;0.0;da Mota;SE;0.0;1.0;1.0;Quis voluptatem maxime inventore eum delectus quisquam.;100.0;;0
234;Larissa Pinto;1994-06-28;2;4;3769.07;0.0;Peixoto do Campo;;0.0;1.0;0.0;;14.29;7.87;2
235;Brenda Sales;1997-04-27;5;13;2174.45;1.0;Fogaça;GO;1.0;0.0;0.0;;33.33;7.02;1
236;Ísis Dias;2002-07-13;2;7;1766.49;1.0;Silva;PR;1.0;1.0;1.0;;50.0;4.71;4
237;;2000-12-25;5;12;4147.13;1.0;Lima;GO;0.0;0.0;0.0;Debitis magnam ipsum iusto illo dignissimos.;0.0;3.85;1
238;Dr. Pietro Martins;1999-05-11;1;19;3157.57;1.0;Ferreira de Goiás;AM;0.0;1.0;0.0;;50.0;1.39;1
239;Sra. Allana Sales;1997-11-03;1;1;0.0;1.0;Ferreira;AP;1.0;0.0;0.0;;66.67;;0
240;!!!INVALID_DATA!!!;1997-09-19;8;2;4008.79;1.0;Araújo;SP;0.0;1.0;1.0;;100.0;6.32;1
241;XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX;1998-01-25;1;19;4625.41;0.0;Viana da Prata;PR;0.0;0.0;1.0;;33.33;4.09;3
242;Sr. Miguel Vasconcelos;1999-07-16;7;15;1000.58;1.0;Casa Grande dos Dourados;PE;1.0;0.0;1.0;;60.0;9.88;1
243;José Pedro Novaes;1994-09-01;4;9;;1.0;Gomes;RR;1.0;0.0;1.0;;60.0;7.29;1
244;Ísis da Mota;;4;7;3888.29;0.0;das Neves;RR;0.0;1.0;0.0;Voluptatibus rem laudantium adipisci in.;100.0;5.82;2
245;Eloá Barbosa;;3;18;4907.59;1.0;Mendonça;AC;0.0;1.0;0.0;;100.0;7.47;2
246;Ana Sá;1996-06-05;3;4;4754.14;1.0;da Paz de Farias;BA;0.0;0.0;1.0;;16.67;4.41;5
247;Isabel Jesus;1999-02-09;2;2;662.29;0.0;Costa das Flores;PR;1.0;1.0;1.0;;100.0;9.26;1
248;Sr. Mathias Andrade;2002-05-01;7;4;1915.42;1.0;Azevedo;AC;1.0;1.0;1.0;;66.67;1.52;1
249;Rael Santos;2001-03-03;3;16;3974.5;1.0;Borges de Rodrigues;;0.0;0.0;0.0;;0.0;9.36;1
250;Arthur Gomes;2004-09-05;1;20;4100.67;1.0;Abreu do Amparo;RS;1.0;0.0;1.0;;50.0;;0
251;Maria Fernanda Lima;1994-09-04;6;8;552.45;0.0;Aparecida de Correia;RJ;0.0;0.0;1.0;Vero eos ipsam sint dolore libero laborum.;50.0;;0
252;Isabella Ferreira;1998-04-03;10;13;3121.17;1.0;da Rosa do Oeste;!!;1.0;0.0;1.0;;33.33;4.21;4
253;Bruna Aparecida;2002-11-09;8;13;4826.37;0.0;Barbosa;AL;1.0;0.0;0.0;;50.0;5.27;1
254;Dr. Rael Leão;1996-10-25;9;9;4631.49;1.0;das Neves;MA;0.0;0.0;1.0;;50.0;;0
255;Luiz Otávio Fernandes;1999-10-02;5;18;2614.36;0.0;da Cruz de Câmara;XX;0.0;0.0;0.0;;0.0;6.74;2
256;Sara Ribeiro;2006-05-14;2;3;4752.16;1.0;Macedo;DF;1.0;1.0;1.0;;0.0;8.57;1
257;;1994-11-04;6;10;1752.1;0.0;Novaes da Serra;RS;1.0;0.0;0.0;;75.0;2.26;1
258;Eduarda Vieira;2001-01-11;3;7;4497.69;0.0;Cunha da Serra;BA;0.0;0.0;0.0;;75.0;2.28;2
259;XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX;2005-01-15;7;9;514.04;0.0;;PA;0.0;1.0;0.0;Eius officiis veniam asperiores nam.;;4.95;3
260;Anna Liz Moraes;1996-06-24;4;10;667.05;0.0;da Conceição;PE;;0.0;1.0;;60.0;7.3;2
261;João Gabriel Freitas;1997-10-01;7;4;2140.72;0.0;Nascimento de Nogueira;BA;1.0;1.0;0.0;;0.0;;0
262;Cauã da Mata;1996-11-17;1;15;1490.94;1.0;Camargo;PB;1.0;0.0;1.0;;100.0;9.22;1
263;Vicente Novais;1998-12-10;7;9;3283.91;1.0;Peixoto Grande;RR;1.0;0.0;0.0;Minima laudantium inventore modi natus ab perspiciatis.;;6.88;3
264;Liz Peixoto;2003-07-01;3;8;1017.93;0.0;Vieira;AC;1.0;0.0;0.0;;0.0;4.42;5
265;!!!INVALID_DATA!!!;1998-06-13;3;18;0.0;0.0;Lima de Goiás;;0.0;0.0;0.0;;100.0;0.95;1
266;Benicio Ramos;2002-10-28;10;17;4873.71;1.0;Aragão;RS;1.0;0.0;1.0;;0.0;4.78;2
267;Benicio Ferreira;1997-07-07;6;4;2278.66;1.0;Montenegro;AL;0.0;1.0;0.0;Veniam distinctio cum quae dolor.;;;0
268;Sr. Bryan das Neves;2005-02-26;2;12;4395.59;1.0;Macedo;BA;0.0;1.0;0.0;Quia consectetur culpa voluptas quia totam.;;;0
269;Bento Correia;1995-01-27;8;7;1640.2;0.0;Montenegro de Souza;RS;1.0;1.0;1.0;;33.33;6.12;2
270;Caroline Nogueira;1999-01-26;9;7;1065.64;0.0;Farias de Goiás;SC;0.0;1.0;1.0;In architecto sint facere molestias error dolorem.;50.0;4.65;4
271;Theodoro da Cunha;2001-08-17;4;14;1994.65;0.0;Borges da Prata;DF;0.0;0.0;0.0;;0.0;6.82;1
272;Paulo da Cruz;2005-05-14;9;2;1915.23;0.0;Ramos de Cavalcanti;MS;1.0;0.0;0.0;Consequuntur totam esse voluptatem excepturi.;100.0;1.28;2
273;Nathan Fonseca;2005-07-01;1;19;4031.65;0.0;Pastor do Sul;TO;1.0;0.0;0.0;;20.0;5.65;5
274;Emilly Novaes;1994-10-12;2;16;1606.17;1.0;Vasconcelos do Galho;GO;0.0;1.0;0.0;;;;0
275;Luna Moraes;2003-12-26;1;2;3370.08;0.0;Novaes;PI;0.0;0.0;0.0;;66.67;5.44;6
276;João Vitor Campos;2001-05-20;1;20;3771.26;0.0;Cardoso de Minas;MT;1.0;1.0;1.0;;66.67;;0
277;Liz Camargo;1998-12-08;8;19;2777.22;0.0;Casa Grande das Flores;BA;1.0;0.0;0.0;Delectus sint amet illum.;16.67;;0
278;Davi Lucas da Costa;1997-06-27;2;20;799.46;0.0;Câmara do Sul;SP;0.0;0.0;0.0;;100.0;7.47;1
279;Nicole Gomes;1997-01-19;8;20;;0.0;Teixeira;RO;1.0;0.0;;;12.5;0.57;1
280;Caleb Monteiro;2006-11-19;5;6;2585.6;0.0;da Conceição Grande;RS;0.0;1.0;1.0;;66.67;2.76;1
281;Sra. Maria Luiza Pimenta;1999-07-23;7;7;1247.11;1.0;Pacheco;!!;0.0;1.0;1.0;;0.0;8.49;2
282;;1998-10-04;2;17;4679.45;1.0;Aragão do Galho;TO;0.0;1.0;1.0;;50.0;4.04;1
283;Luiz Fernando da Mata;2004-07-27;6;4;2801.92;0.0;Barros do Campo;SE;1.0;0.0;1.0;;25.0;4.3;1
284;Sr. Leandro Pastor;1996-04-07;6;10;;0.0;Casa Grande das Flores;ES;;1.0;1.0;;100.0;;0
285;Breno Garcia;1995-08-20;3;14;1415.95;0.0;Nascimento;ES;0.0;0.0;1.0;;66.67;6.45;3
286;XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX;2005-05-06;5;16;2525.97;1.0;XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX;MT;1.0;0.0;0.0;;0.0;9.0;2
287;Joana Sá;1997-05-20;10;10;3480.19;1.0;!!!INVALID_DATA!!!;SC;0.0;1.0;0.0;Quas sed in consectetur eaque officiis.;50.0;3.73;2
288;Cecilia Correia;1999-03-29;5;18;4174.23;1.0;Mendes Verde;AL;1.0;0.0;0.0;;0.0;3.97;3
289;José Pedro Costela;2003-09-11;7;17;2140.49;1.0;Farias;RS;1.0;1.0;0.0;;0.0;7.6;1
290;Raquel Souza;1994-11-05;5;8;2996.04;1.0;Pires;AM;1.0;1.0;1.0;;25.0;1.95;2
291;Maysa Silva;2002-12-31;6;1;2470.9;1.0;;SP;0.0;0.0;1.0;Omnis nostrum quasi magnam laboriosam.;16.67;4.38;4
292;Bento Ferreira;2005-05-12;2;8;1080.19;0.0;Porto do Amparo;MA;0.0;1.0;1.0;;33.33;9.24;2
293;Esther Souza;2004-04-27;10;7;3332.97;1.0;XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX;RO;0.0;1.0;0.0;;50.0;3.92;3
294;Dr. Benicio Moreira;1996-08-17;4;18;3630.87;0.0;Fogaça de da Rosa;BA;;0.0;0.0;;0.0;;0
295;Cauã Aragão;1996-02-23;7;15;1572.51;1.0;!!!INVALID_DATA!!!;ES;1.0;0.0;1.0;;75.0;;0
296;Dr. Fernando Ferreira;1997-02-11;1;15;4018.8;0.0;Costa da Serra;!!;1.0;1.0;1.0;;40.0;1.99;2
297;Marcos Vinicius Correia;2000-01-14;6;14;2460.46;0.0;;MG;0.0;0.0;0.0;Deserunt nam culpa debitis.;75.0;6.14;2
298;Ravy Cassiano;2006-02-10;7;3;3275.99;0.0;Cavalcanti;SE;1.0;1.0;1.0;;50.0;8.44;3
299;Dr. Luiz Gustavo Dias;2001-06-17;8;4;2288.05;1.0;Casa Grande;PB;0.0;1.0;1.0;;100.0;1.73;1
300;Luana Costa;1996-12-10;1;18;3138.93;0.0;Cavalcanti;RN;0.0;0.0;1.0;;33.33;6.03;1
301;Vitor Gabriel Porto;2001-03-24;1;7;4863.2;0.0;Pastor de da Cunha;AL;0.0;1.0;0.0;;100.0;3.36;2
302;Luiz Henrique Câmara;2000-11-10;3;7;3381.38;0.0;Caldeira do Campo;DF;1.0;1.0;0.0;;50.0;7.36;1
303;Sr. Rhavi Andrade;2001-03-05;9;4;4411.25;0.0;Moreira;MG;0.0;1.0;1.0;;25.0;4.75;2
304;Sr. Mathias Camargo;2002-01-30;8;7;4943.79;0.0;Caldeira de Dias;AP;1.0;1.0;1.0;;50.0;3.82;2
305;Theo Cirino;2006-07-31;2;7;2844.96;0.0;Farias de Caldeira;!!;0.0;0.0;1.0;Eligendi iste omnis voluptas cupiditate omnis.;42.86;;0
306;Alexandre Pimenta;1999-07-23;9;6;4376.15;0.0;Caldeira;RO;;1.0;1.0;Natus ex animi doloremque cumque illum.;60.0;7.76;2
307;Ana Liz Brito;2006-12-09;1;9;1610.61;0.0;Sampaio da Serra;ES;0.0;1.0;0.0;Veniam cupiditate nam quisquam vitae aliquam.;33.33;6.02;2
308;Elisa Melo;2002-05-09;2;12;0.0;0.0;Cunha;!!;0.0;1.0;0.0;;75.0;;0
309;Carlos Eduardo Rocha;2005-11-04;5;12;3212.37;0.0;Carvalho do Galho;MA;0.0;0.0;1.0;;0.0;6.19;2
310;Lunna Cassiano;2004-12-03;8;4;;1.0;Cavalcante do Campo;SC;;1.0;0.0;;0.0;4.69;2
311;Helena Gonçalves;1998-05-27;5;13;2925.19;1.0;Guerra de Almeida;MS;1.0;1.0;0.0;;100.0;2.76;2
312;Levi Duarte;1996-09-05;2;16;1385.69;;Fonseca de Barros;PI;0.0;0.0;1.0;;100.0;7.01;2
313;Paulo Peixoto;2001-04-26;7;7;1686.5;1.0;Peixoto do Oeste;SP;1.0;0.0;0.0;Fugit et reiciendis illo ipsa reiciendis autem facilis.;66.67;;0
314;Julia da Cunha;2007-03-23;5;1;3017.69;1.0;Machado do Amparo;AP;0.0;1.0;1.0;;50.0;6.45;3
315;Theodoro Alves;2005-01-27;1;18;3092.66;1.0;Brito;PE;1.0;1.0;0.0;;0.0;1.21;2
316;Yago Porto;1996-02-08;3;17;3410.94;0.0;Lima de Marques;PB;1.0;0.0;1.0;;0.0;5.32;2
317;Cecilia Andrade;1995-05-26;3;9;529.93;0.0;Sá;PI;0.0;1.0;1.0;;0.0;4.69;2
318;Laura da Cruz;1998-07-18;7;9;2685.09;1.0;!!!INVALID_DATA!!!;AP;0.0;0.0;1.0;;100.0;9.2;2
319;;2003-05-16;10;11;961.13;0.0;Silveira;MS;1.0;0.0;0.0;Debitis sint necessitatibus ea pariatur voluptate.;0.0;2.38;1
320;Carlos Eduardo Freitas;2001-12-08;10;20;1968.29;1.0;da Paz;BA;0.0;0.0;1.0;;33.33;6.01;1
321;Manuella Lopes;2002-02-19;1;10;2800.14;1.0;Lima;PR;1.0;1.0;0.0;Quos modi rem modi voluptate quo quas odit.;0.0;0.48;1
322;Sr. Ryan Duarte;2003-06-02;8;17;609.56;0.0;da Rocha das Pedras;RR;0.0;1.0;0.0;;100.0;3.65;3
323;Joaquim Moura;1995-08-27;4;1;1806.46;0.0;Fernandes;CE;0.0;0.0;0.0;;66.67;6.94;1
324;Eduarda Cardoso;1996-01-03;9;17;2887.23;1.0;Macedo dos Dourados;AC;1.0;1.0;0.0;Veniam ullam a.;25.0;8.29;2
325;Thales Pimenta;1998-02-19;1;4;4110.64;1.0;Cavalcanti de Goiás;SE;1.0;1.0;0.0;;100.0;;0
326;Ana Fogaça;;3;13;4232.0;0.0;Pimenta;;1.0;0.0;0.0;;50.0;;0
327;Amanda Freitas;1995-03-10;8;13;2106.28;1.0;da Mata do Campo;PI;1.0;1.0;1.0;;100.0;;0
328;!!!INVALID_DATA!!!;;2;11;1726.47;0.0;Rodrigues;PR;0.0;1.0;1.0;Itaque dolorem mollitia quis delectus.;60.0;6.38;2
329;Isabel Costela;1994-06-11;5;19;3079.95;1.0;Rodrigues da Serra;CE;0.0;1.0;0.0;;100.0;4.57;2
330;Luiz Miguel Santos;2000-09-27;8;12;3865.08;0.0;Cardoso;RJ;1.0;1.0;;;50.0;;0
331;Catarina Aparecida;1995-06-02;4;1;4089.31;0.0;Pires;MS;1.0;1.0;1.0;;0.0;;0
332;Caleb Gonçalves;2000-09-03;1;19;2577.26;0.0;Pires dos Dourados;MS;0.0;0.0;0.0;Quod quisquam neque deserunt quae.;0.0;8.16;1
333;Nicole Novaes;2005-11-28;7;5;4617.43;0.0;Aragão;RN;0.0;0.0;0.0;;40.0;6.12;2
334;Augusto Silveira;1997-01-10;9;10;1774.79;0.0;Moreira;RO;0.0;1.0;1.0;;60.0;0.47;1
335;Gabriela da Cunha;1996-05-08;8;5;1123.73;1.0;Araújo da Mata;AP;0.0;0.0;;;0.0;5.16;2
336;Gabriela Jesus;2003-10-10;10;13;1090.86;0.0;da Cruz do Campo;AL;0.0;0.0;1.0;;50.0;4.24;1
337;Sr. Mathias Ferreira;1994-12-14;3;16;3037.71;0.0;Vargas;MA;1.0;1.0;1.0;Perferendis cumque ducimus molestias temporibus totam dolor.;20.0;5.21;6
338;Srta. Yasmin Ferreira;2002-05-24;1;1;2278.37;1.0;Pacheco;SE;0.0;0.0;0.0;;66.67;;0
339;Thomas Moura;1995-11-03;3;3;848.69;1.0;Moraes;MG;1.0;0.0;0.0;Magni explicabo quia.;;4.19;3
340;Srta. Ana Julia Pimenta;1998-05-01;4;14;2096.66;;Carvalho do Amparo;AL;1.0;1.0;0.0;;100.0;5.77;2
341;Henry Gabriel Silva;2004-04-03;3;4;3122.24;0.0;Silva;PI;1.0;0.0;0.0;;25.0;;0
342;Julia Mendes;1997-11-23;9;6;917.87;1.0;Vasconcelos do Campo;MA;1.0;0.0;1.0;;66.67;4.9;3
343;Samuel da Luz;2005-07-07;2;11;4782.53;0.0;da Cruz;GO;1.0;1.0;1.0;;50.0;1.98;2
344;Gustavo das Neves;1995-12-11;4;12;4183.62;1.0;Machado da Prata;ES;1.0;0.0;1.0;;;5.85;2
345;João Gabriel Sousa;2005-02-03;7;8;3981.27;1.0;Alves;PA;0.0;1.0;1.0;;66.67;;0
346;Pietro Almeida;2004-12-16;9;1;1512.08;1.0;Silva;AC;0.0;0.0;0.0;;100.0;8.79;1
347;Sra. Maria Laura Caldeira;1994-09-17;2;3;3722.51;;Sá da Praia;MS;0.0;1.0;0.0;;;5.68;2
348;Catarina Peixoto;1994-11-25;3;6;4007.29;1.0;Pimenta de Rezende;MS;0.0;1.0;0.0;;20.0;5.82;3
349;!!!INVALID_DATA!!!;2002-06-01;8;10;4984.12;0.0;Barros de Barbosa;MG;0.0;1.0;1.0;;25.0;3.75;1
350;Gabrielly Silveira;1996-09-11;7;19;3097.47;1.0;Camargo do Sul;RR;0.0;1.0;1.0;;60.0;6.17;1
351;XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX;1995-09-28;1;15;;1.0;Nunes das Flores;RS;0.0;1.0;0.0;;66.67;3.52;3
352;Henrique Sampaio;1999-03-04;6;6;1473.06;1.0;!!!INVALID_DATA!!!;MG;1.0;1.0;0.0;;0.0;;0
353;Clarice Costela;2004-01-23;1;11;3496.85;1.0;Souza do Oeste;AC;1.0;0.0;0.0;;50.0;6.97;2
354;Davi Luiz Porto;2004-07-12;7;18;1277.33;;Nascimento do Oeste;PE;1.0;0.0;1.0;;100.0;0.88;3
355;Sra. Ágatha Ribeiro;1995-09-06;1;1;4259.86;0.0;Dias da Mata;AC;1.0;0.0;1.0;Optio nihil ad unde nostrum molestias molestiae saepe.;60.0;;0
356;Alana Vargas;2006-04-06;4;3;2689.33;0.0;Dias;AC;1.0;0.0;0.0;;66.67;2.73;3
357;Joaquim Araújo;2004-02-10;6;4;2944.97;1.0;Cassiano de Minas;AM;1.0;1.0;0.0;Dolor alias nisi facilis nisi qui.;;9.28;2
358;Luísa Vargas;2006-05-15;10;13;2303.68;0.0;Nunes dos Dourados;ES;1.0;1.0;0.0;;100.0;1.32;1
359;Yago Caldeira;2007-02-11;6;5;760.68;1.0;Pimenta de da Rocha;AM;1.0;1.0;0.0;Veritatis ab cumque sunt.;0.0;3.64;2
360;Lucas Gabriel Cirino;2000-03-12;9;1;4509.41;1.0;!!!INVALID_DATA!!!;GO;0.0;0.0;1.0;;0.0;9.78;1
361;Isaac Costa;1998-05-18;10;15;2164.22;0.0;Farias de Nunes;XX;0.0;0.0;0.0;;33.33;;0
362;Dr. Kevin Gonçalves;2002-03-27;5;3;3555.79;0.0;Casa Grande;DF;1.0;1.0;1.0;;20.0;4.46;1
363;Laís Barros;1997-04-25;1;13;;1.0;Vasconcelos;MS;1.0;0.0;0.0;;0.0;3.5;3
364;Maria Liz Sales;2003-08-29;6;4;2411.99;1.0;Costela;PB;0.0;1.0;1.0;Vitae ipsam natus.;60.0;9.77;1
365;Kamilly Fogaça;2002-11-03;7;2;4013.77;0.0;Monteiro;DF;1.0;1.0;1.0;;33.33;4.11;2
